target,LF82-1,LF82-10,LF82-11,LF82-12,LF82-13,LF82-14,LF82-15,LF82-16,LF82-17,LF82-18,LF82-19,LF82-2,LF82-20,LF82-21,LF82-22,LF82-23,LF82-24,LF82-25,LF82-26,LF82-27,LF82-28,LF82-29,LF82-3,LF82-30,LF82-31,LF82-32,LF82-33,LF82-34,LF82-35,LF82-36,LF82-37,LF82-38,LF82-4,LF82-5,LF82-6,LF82-7,LF82-8,LF82-9,LF82-10_f,LF82-11_f,LF82-12_f,LF82-13_f,LF82-14_f,LF82-15_f,LF82-16_f,LF82-17_f,LF82-18_f,LF82-19_f,LF82-2_f,LF82-20_f,LF82-21_f,LF82-22_f,LF82-23_f,LF82-24_f,LF82-25_f,LF82-26_f,LF82-27_f,LF82-28_f,LF82-29_f,LF82-3_f,LF82-30_f,LF82-31_f,LF82-32_f,LF82-33_f,LF82-34_f,LF82-35_f,LF82-36_f,LF82-37_f,LF82-38_f,LF82-4_f,LF82-5_f,LF82-6_f,LF82-7_f,LF82-8_f,LF82-9_f,LF82-10_enrichment1,LF82-10_enrichment2,LF82-10_enrichment3,LF82-10_enrichment4,LF82-11_enrichment1,LF82-11_enrichment2,LF82-11_enrichment3,LF82-11_enrichment4,LF82-12_enrichment1,LF82-12_enrichment2,LF82-12_enrichment3,LF82-12_enrichment4,LF82-13_enrichment1,LF82-13_enrichment2,LF82-13_enrichment3,LF82-13_enrichment4,LF82-14_enrichment1,LF82-14_enrichment2,LF82-14_enrichment3,LF82-14_enrichment4,LF82-15_enrichment1,LF82-15_enrichment2,LF82-15_enrichment3,LF82-15_enrichment4,LF82-16_enrichment1,LF82-16_enrichment2,LF82-16_enrichment3,LF82-16_enrichment4,LF82-17_enrichment1,LF82-17_enrichment2,LF82-17_enrichment3,LF82-17_enrichment4,LF82-18_enrichment1,LF82-18_enrichment2,LF82-18_enrichment3,LF82-18_enrichment4,LF82-19_enrichment1,LF82-19_enrichment2,LF82-19_enrichment3,LF82-19_enrichment4,LF82-2_enrichment1,LF82-2_enrichment2,LF82-2_enrichment3,LF82-2_enrichment4,LF82-20_enrichment1,LF82-20_enrichment2,LF82-20_enrichment3,LF82-20_enrichment4,LF82-21_enrichment1,LF82-21_enrichment2,LF82-21_enrichment3,LF82-21_enrichment4,LF82-22_enrichment1,LF82-22_enrichment2,LF82-22_enrichment3,LF82-22_enrichment4,LF82-23_enrichment1,LF82-23_enrichment2,LF82-23_enrichment3,LF82-23_enrichment4,LF82-24_enrichment1,LF82-24_enrichment2,LF82-24_enrichment3,LF82-24_enrichment4,LF82-25_enrichment1,LF82-25_enrichment2,LF82-25_enrichment3,LF82-25_enrichment4,LF82-26_enrichment1,LF82-26_enrichment2,LF82-26_enrichment3,LF82-26_enrichment4,LF82-27_enrichment1,LF82-27_enrichment2,LF82-27_enrichment3,LF82-27_enrichment4,LF82-28_enrichment1,LF82-28_enrichment2,LF82-28_enrichment3,LF82-28_enrichment4,LF82-29_enrichment1,LF82-29_enrichment2,LF82-29_enrichment3,LF82-29_enrichment4,LF82-3_enrichment1,LF82-3_enrichment2,LF82-3_enrichment3,LF82-3_enrichment4,LF82-30_enrichment1,LF82-30_enrichment2,LF82-30_enrichment3,LF82-30_enrichment4,LF82-31_enrichment1,LF82-31_enrichment2,LF82-31_enrichment3,LF82-31_enrichment4,LF82-32_enrichment1,LF82-32_enrichment2,LF82-32_enrichment3,LF82-32_enrichment4,LF82-33_enrichment1,LF82-33_enrichment2,LF82-33_enrichment3,LF82-33_enrichment4,LF82-34_enrichment1,LF82-34_enrichment2,LF82-34_enrichment3,LF82-34_enrichment4,LF82-35_enrichment1,LF82-35_enrichment2,LF82-35_enrichment3,LF82-35_enrichment4,LF82-36_enrichment1,LF82-36_enrichment2,LF82-36_enrichment3,LF82-36_enrichment4,LF82-37_enrichment1,LF82-37_enrichment2,LF82-37_enrichment3,LF82-37_enrichment4,LF82-38_enrichment1,LF82-38_enrichment2,LF82-38_enrichment3,LF82-38_enrichment4,LF82-4_enrichment1,LF82-4_enrichment2,LF82-4_enrichment3,LF82-4_enrichment4,LF82-5_enrichment1,LF82-5_enrichment2,LF82-5_enrichment3,LF82-5_enrichment4,LF82-6_enrichment1,LF82-6_enrichment2,LF82-6_enrichment3,LF82-6_enrichment4,LF82-7_enrichment1,LF82-7_enrichment2,LF82-7_enrichment3,LF82-7_enrichment4,LF82-8_enrichment1,LF82-8_enrichment2,LF82-8_enrichment3,LF82-8_enrichment4,LF82-9_enrichment1,LF82-9_enrichment2,LF82-9_enrichment3,LF82-9_enrichment4
FimH_V77D,1164,63.0,210.0,492.0,1990,21873.0,24720,25965.0,14340,63.0,49.0,970,112.0,2103,3902,71,40,9,1637,5,55,5,1253,164,23,9,51,3130,46,14,46,1762,1633,3049,3000,2162,1591,1235,0.0027254388600369116,0.009276396968094482,0.011360490865473334,0.062073159322668166,0.9885880864141734,0.9928709133263716,0.9827599258165853,0.4685825382302967,0.0016205180553783335,0.001738733359092346,0.15067536096879366,0.0011196369390618936,0.058131822578416474,0.091152220120057,0.0017146694165327706,0.0014876579488686454,0.00039015976015442113,0.05727727447619714,0.00016281823564239195,0.0016494784081790353,0.00026012107453651155,0.13107811356268953,0.0378683241252302,0.0007231436748007509,0.001925805797689033,0.0014436688812266981,0.08100869475209606,0.0009427459249047117,0.0007736221522701809,0.0010901162790697674,0.05241168074223861,0.15236451823523925,0.0866950959488273,0.0930099194048357,0.09142603475246269,0.06316980233388902,0.09321714199486947,2.0423577190066746,1.5071654074648506,1.737477448257673,1.0663091744165027,3.112799130708088,1.9692008670614094,3.5475860561539245,1.8284492264633996,2.711407347987559,2.103894374866109,3.099674257798503,2.6108275407512878,-0.2727615572097616,-0.8813022849855832,-0.14861577007044668,-0.49895103565037013,7.273192062683458,6.887035330302123,7.346188943523792,6.340818581595948,7.657915960248037,6.646489469709841,8.315846437008084,6.596709607317558,7.444688540487338,6.334612968879303,7.67183610115493,6.240381343916186,1.9508585194245192,1.2618592297257734,2.0803642806634706,1.5862416912449586,0.5225319652622613,0.8140182269049053,1.5704233635945066,0.8656384789543518,2.350659078661191,1.2558509791839447,1.5814731997810918,0.4472699660102794,0.735977207883446,0.459412432489621,0.5853999050911374,0.39927313786024343,0.9801130745094399,0.7475284856360724,1.4148999999552763,0.543061030651955,-0.16244624089514415,-0.7609522794598095,-0.06863833668045871,-0.4590439523454027,0.0,0.0,0.0,0.0,0.01731825807965792,-0.2236820290999119,0.07930252789131728,-0.13155990099460343,0.12305936365644556,0.5773832132689766,0.11163790853425341,-0.30597426189020044,-1.089882110652251,-0.9142716635087401,-0.5867863291265355,-1.2560318562351729,-0.05701981119698257,0.09329037813379182,-0.14646354452552007,-0.03697952320802962,-0.9104136228407029,-1.1190660761547535,-0.8691913444774727,-1.8120698228227117,-0.22423511159685083,0.13673179603576874,-0.13630383526801332,-0.1996950507153016,-0.2913744144344794,-0.808911147850914,-0.7150406646502144,-1.5561364486855112,0.7265252134006348,0.5327111804220696,0.4284997018940946,0.49479320637997726,-0.10730917803569784,-0.31421490601480684,-0.2077656406072471,-0.05813809798561914,-0.2533951663692629,0.0705179907190831,-0.13806491585231095,-0.37838683945867757,-0.8022000382004699,-0.3081358599384246,-0.04024262275846552,-0.35524531089698314,0.08510315680043284,0.17370222695431373,0.014716261522291869,-0.0069386166287673315,0.05215139423339443,0.0792429962170386,0.018861952474621795,0.07680502050033634,0.40800331587610206,0.5500910709809692,0.6217736392063066,-0.20193040211712088,-0.8711929096874216,0.42137896479239556,-0.24503703540447885,-0.6806677113316112,0.1601671519715208,0.9749742649462352,0.49256190772630043,0.1522414116034928,-0.08559185212876144,0.10259279257878762,-0.04646612233654855,-0.011631595042522203,0.40276070535223324,0.5755849357125115,0.761048834197527,0.8418193160633729,-0.16628064602451,-0.17408200295395504,-0.03557751141425552,-0.16557482518974606,-0.1552001361196652,-0.12101574778638508,0.016530687233555462,-0.041813304252598923,-0.15162386266823943,-0.12709597247104104,0.018956246747182555,-0.0392171772870006,-0.5771600357183593,-0.6157094240649615,-0.4528667625058689,-0.45157015453055094,-0.23272718010181723,-0.8784352355740296,-0.13957126817209187,-0.5107059193653027
WT_3,1155,11.0,6.0,22.0,2291,14.0,6,12.0,1777,13.0,10.0,536,27.0,2235,4581,77,42,19,2225,14,74,12,810,237,31,11,59,3606,29,21,33,2167,757,3135,2928,2105,2483,1409,0.0004935834155972359,0.00028644456196016217,0.000519007196899797,0.07145975613559111,0.000655337611859351,0.00026106514579484294,0.00047310851216835094,0.05808064305319566,0.0003445195865764961,0.0003688222276862552,0.08329451948455209,0.0002736890295484629,0.06177974298742573,0.10701188891224628,0.0018585577591788771,0.0015611225389362327,0.000800854244527496,0.0778446255552835,0.00042924807578448786,0.0022141647100781645,0.0005911842603102535,0.08475373836662135,0.054673112338858194,0.0009693202449456873,0.002331238597202514,0.0016679281249123987,0.09332626022150917,0.0005980861244019139,0.0011470949154350958,0.0007853525881470367,0.06445521589151897,0.07065572241395392,0.08914001421464109,0.09077805331680099,0.08901619244916079,0.09857505755338572,0.10634525426286404,0.30488027074900176,-0.2303120407928222,0.0,-0.67116827384117,-0.43478692544583647,-1.5783851890925151,0.0,-1.7191368296905247,-0.3882669098109436,-0.9957798829323935,0.0,-0.48884671704721533,-0.1241457871393149,-0.7326865149151365,0.0,-0.35033526557992356,-0.07299688084033369,-0.45915361322166975,0.0,-1.0053703619278438,-0.6579304767600463,-1.6693569672982418,0.0,-1.7191368296905247,-0.22714756066759204,-1.337223132275627,0.0,-1.431454757238744,-0.12950576123895163,-0.8185050509376974,0.0,-0.4941225894185121,-1.0478913983322453,-0.7564051366896013,0.0,-0.7047848846401549,0.7691858788800995,-0.3256222205971471,0.0,-1.1342032337708123,0.1505773027923087,-0.12598747260151646,0.0,-0.18612676723089394,-0.43478692544583647,-0.6673715143192038,0.0,-0.8718389693033212,-0.0938079042146854,-0.6923139427793509,0.0,-0.39040561566494403,0.0,0.0,0.0,0.0,-0.06198426981165931,-0.30298455699122917,0.0,-0.21086242888592055,0.011421455122192026,0.46574530473472314,0.0,-0.4176121704244539,-0.5030957815257154,-0.32748533438220473,0.0,-0.6692455271086376,0.08944373332853757,0.23975392265931192,0.0,0.10948402131749049,-0.04122227836323029,-0.24987473167728086,0.0,-0.942878478345239,-0.08793127632883756,0.27303563130378194,0.0,-0.06339121544728829,0.423666250215735,-0.09387048320069949,0.0,-0.8410957840352967,0.29802551150654016,0.10421147852797505,0.0,0.06629350448588268,0.10045646257154925,-0.10644926540755971,0.0,0.14962754262162797,-0.11533025051695195,0.20858290657139397,0.0,-0.24032192360636656,-0.7619574154420045,-0.26789323717995905,0.0,-0.3150026881385176,0.07038689527814088,0.15898596543202187,0.0,-0.021654878151059313,0.0332894417587726,0.06038104374241674,0.0,0.05794306802571434,-0.21377032333020443,-0.07168256822533724,0.0,-0.8237040413234274,-0.6261558742829427,0.6664160001968744,0.0,-0.4356306759271323,-0.33239475575477967,0.4824123572199348,0.0,-0.3403204961228075,-0.03912572979221283,0.1490589149153361,0.0,0.03483452729402632,-0.35828812884529376,-0.18546389848501552,0.0,0.08077048186584593,-0.1307031346102545,-0.13850449153969946,0.0,-0.12999731377549056,-0.17173082335322057,-0.13754643501994054,0.0,-0.05834399148615429,-0.1705801094154221,-0.14605221921822362,0.0,-0.05817342403418331,-0.12429327321249045,-0.16284266155909274,0.0,0.0012966079753179932,-0.09315591192972535,-0.7388639674019378,0.0,-0.37113465119321104
WT_Exp,1063,1.0,1.0,1.0,2,1.0,1,1.0,1,1.0,1.0,770,1.0,6,4218,4359,4290,3892,1589,205,509,100,1556,177,259,60,313,3026,46389,15424,42028,15798,1271,3057,3019,2128,2203,3,6.438044551268294e-05,6.610259122157589e-05,3.46004797933198e-05,7.796176754919388e-05,6.779354605441563e-05,6.024580287573299e-05,5.677302146020211e-05,4.901320088877271e-05,3.8279954064055125e-05,5.268888966946503e-05,0.11962428194379755,1.4928492520825248e-05,0.00017963244438303164,0.09853315581715834,0.10454687162761697,0.15759991184249192,0.15986282804221938,0.05559830704116968,0.00608348134991119,0.015142508990400334,0.004753121452894438,0.16276273136045175,0.0408609576427256,0.007985352494076376,0.01226434218528279,0.008788159111933395,0.07831746196045958,0.9405056362014436,0.82294723363389,0.9852892910727682,0.46980195075532294,0.11859901128626062,0.08692253020611229,0.09359888406695598,0.08998858495751068,0.08746130030959752,0.00026407122378149995,-2.010009757435423,-2.5452020689772468,-2.3148900281844247,-2.9860583020255946,-2.1435411500599457,-3.2871394137066243,-1.708754224614109,-3.427891054304634,-3.396304118555314,-4.003817091676764,-3.00803720874437,-3.496883925791585,-7.084737044418919,-7.69327777219474,-6.960591257279604,-7.3109265228595275,-2.6290489658416463,-3.0152056982229825,-2.556052085001313,-3.5614224469291567,-2.366684701374155,-3.378111191912351,-1.708754224614109,-3.427891054304634,-2.6290489658416463,-3.7391245374496815,-2.4019014051740544,-3.833356162412798,-7.529182344779657,-8.218181634478404,-7.399676583540706,-7.893799172959218,-3.529835511179836,-3.238349249537192,-2.4819441128475908,-3.1867289974877457,-1.4503939695000003,-2.5452020689772468,-2.2195798483800995,-3.353783082150912,0.5958389011831822,0.319274125789357,0.4452615983908735,0.2591348311599795,-3.6476185468362194,-3.880203135709587,-3.212831621390383,-4.084670590693705,-5.931039697420354,-6.529545735985019,-5.837231793205668,-6.227637408870613,0.0,0.0,0.0,0.0,4.056764493421071,3.815764206241502,4.118748763232731,3.90788633434681,4.720350081608909,5.17467393122144,4.708928626486717,4.291316456062263,4.901699915461762,5.077310362605273,5.4047956969874775,4.73555016987884,-0.1646520618870648,-0.014341872556290495,-0.2540957952156023,-0.1446117738981119,2.7252866040079415,2.516634150693891,2.7665088823711717,1.8236304040259328,1.9230078798655375,2.283974787498157,2.0109391561943752,1.9475479407470868,2.626486019263848,2.1089492858474137,2.202819769048113,1.3617239850128164,1.0338702131923385,0.8400561802137734,0.7358447016857983,0.802138206171681,-0.10889771314173056,-0.3158034411208396,-0.2093541757132798,-0.05972663309165174,2.090066839545462,2.413979996633808,2.2053970900624136,1.965075166456047,1.0170481068297479,1.511112285091793,1.7790055222717522,1.4640028341332347,1.8216088747605967,1.9102079449144778,1.751221979482456,1.7295671013313967,-0.05951183480816669,-0.032420232824522464,-0.0928012765669392,-0.03485820854122484,7.246307720674884,7.388395475779751,7.460078044005089,6.636374002681661,6.055557937691983,7.3481298121718,6.681713811974926,6.246083136047794,6.899745257435428,7.714552370410143,7.232140013190208,6.8918195170674,2.029970130243815,2.2181547749513637,2.0690958600360276,2.103930387330054,0.24291313352065746,0.41573736388093574,0.6012012623659513,0.6819717442317972,-0.07289302117249515,-0.08069437810194015,0.057810113437759464,-0.0721872003377312,-0.058119524113638014,-0.023935135780357858,0.11361129923958253,0.05526730775342827,-0.07670776045642282,-0.052179870259224485,0.09387234895899911,0.035698924924815904,-0.1609354673043677,-0.19948485565097007,-0.036642194091877356,-0.0353455861165594,-6.16217389054635,-6.807881946018562,-6.069017978616625,-6.440152629809836
WT_1,997,7.0,8.0,28.0,2239,13.0,10,13.0,1746,32.0,4.0,398,36.0,2119,4082,73,37,28,1813,13,72,7,519,191,31,21,49,3108,32,35,41,2008,935,3084,3001,2155,2427,1335,0.0003219022275634147,0.0003745813502555967,0.0006574091160730762,0.06983815137056787,0.0006101419144897406,0.00042172062013013094,0.000510957193141819,0.05706770356816102,0.0008293990047211943,0.0001580666690083951,0.061869274957304765,0.00036325998467341437,0.05857399474920547,0.09535655058043117,0.0017626321974148062,0.0013774610637672642,0.0011704792804632634,0.06343348840463116,0.0003996447602131439,0.0021547240467203613,0.0003547105561861521,0.05432395691728537,0.04408379373848987,0.0009693202449456873,0.004358402594769917,0.0013876040703052729,0.08043939550771141,0.0006589084421377017,0.0018940404417649255,0.0009728994748687172,0.059727013203282976,0.08725865124521966,0.08769012082444919,0.0930409175449473,0.09113008920644315,0.09635230610462808,0.10076203410291233,0.0,-0.535192311541824,-0.30488027074900176,-0.9760485445901717,0.0,-1.1435982636466786,0.4347869254458365,-1.2843499042446882,0.0,-0.60751297312145,0.3882669098109436,-0.10057980723627177,0.0,-0.6085407277758215,0.12414578713931489,-0.22618947844060844,0.0,-0.38615673238133597,0.07299688084033368,-0.9323734810875103,0.0,-1.0114264905381956,0.6579304767600462,-1.0612063529304787,0.0,-1.110075571608035,0.22714756066759206,-1.204307196571152,0.0,-0.6889992896987458,0.1295057612389516,-0.36461682817956054,0.0,0.29148626164264396,1.0478913983322453,0.34310651369209044,0.0,-1.0948080994772467,-0.7691858788800995,-1.9033891126509117,0.0,-0.27656477539382507,-0.1505773027923087,-0.3367040700232027,0.0,-0.23258458887336733,0.4347869254458365,-0.4370520438574847,0.0,-0.5985060385646653,0.09380790421468539,-0.2965977114502586,0.0,0.0,0.0,0.0,0.0,-0.24100028717956978,0.06198426981165942,-0.1488781590742613,0.0,0.45432384961253114,-0.011421455122192054,-0.4290336255466459,0.0,0.17561044714351065,0.5030957815257153,-0.166149745582922,0.0,0.1503101893307744,-0.08944373332853751,0.02004028798895298,0.0,-0.20865245331405058,0.04122227836323023,-0.9016561999820087,0.0,0.36096690763261946,0.08793127632883765,0.02454006088154929,0.0,-0.5175367334164347,-0.4236662502157351,-1.2647620342510317,0.0,-0.19381403297856512,-0.29802551150654016,-0.23173200702065758,0.0,-0.20690572797910897,-0.10045646257154929,0.04917108005007873,0.0,0.32391315708834595,0.11533025051695202,-0.1249916730894146,0.0,0.4940641782620454,0.7619574154420043,0.4469547273034869,0.0,0.08859907015388115,-0.07038689527814086,-0.09204177342920003,0.0,0.027091601983644246,-0.03328944175877251,0.024653626266941817,0.0,0.14208775510486718,0.21377032333020451,-0.6099337179932229,0.0,1.2925718744798171,0.6261558742829426,0.1905251983558104,0.0,0.8148071129747143,0.33239475575477956,-0.007925740368027902,0.0,0.18818464470754892,0.03912572979221281,0.07396025708623927,0.0,0.17282423036027833,0.35828812884529376,0.4390586107111398,0.0,-0.007801356929444951,0.13070313461025443,0.0007058208347640128,0.0,0.03418438833328008,0.17173082335322065,0.11338683186706632,0.0,0.024527890197198407,0.17058010941542212,0.1124066853812387,0.0,-0.038549388346602355,0.12429327321249038,0.12558988118780845,0.0,-0.6457080554722124,0.09315591192972544,-0.2779787392634856
FimH_delta36,947,790.0,2276.0,4323.0,2088,21.0,19,38.0,1763,38798.0,28285.0,583,100010.0,17194,4195,78,26,27,1692,14,48,4,572,197,29,12,55,3216,52,18,40,1975,757,3954,3477,2556,1787,1285,0.033928494785183914,0.10032169927727834,0.0997301162576121,0.06512926061059657,0.0009717074934466239,0.0007831954373845289,0.001457174217478521,0.057623186511567115,0.9901365318361618,0.9935543924971021,0.09059152305542617,0.9953373341693289,0.4751830869144673,0.09799593581388831,0.001882539149619895,0.0009734058183955333,0.0011294098320259558,0.05920109132883277,0.00042924807578448786,0.0014414360864267244,0.00021282633371169125,0.0598661507895012,0.04546500920810313,0.0009077761024094532,0.002533954996959254,0.0015557985030695484,0.08323413725287238,0.0010643905603762874,0.0009870351597929894,0.0009494561140285071,0.05874568811704532,0.07065572241395392,0.11242359630419332,0.10779603223806572,0.1080835411998478,0.07094943240454077,0.0969895880488909,4.777574473181514,4.24238216163969,4.472694202432512,3.8015259285913423,5.7021849303421455,4.558586666695467,6.136971855787982,4.417835026097458,5.090952051268188,4.483439078146738,5.479218961079131,4.990372244031916,-0.018370990820465383,-0.6269117185962868,0.10577479631884965,-0.24456046926107392,0.5310247570376464,0.14486802465631032,0.60402163787798,-0.4013487240498638,0.6933055629481548,-0.31812092759004074,1.351236039708201,-0.36790078998232373,1.1240884790406092,0.014012907432574192,1.351236039708201,-0.08021871753054274,0.06114112277408295,-0.6278581669246629,0.19064688401303448,-0.3034757054054777,7.151839751867085,7.443326013509728,8.19973115019933,7.494946265559175,8.915244223433126,7.820436123955879,8.146058344553026,7.011855110782213,0.4331868578418148,0.15662208244798972,0.2826095550495061,0.09648278781861214,7.980958198290212,7.748373609416844,8.415745123736048,7.543906154432727,2.1450678832418504,1.546561844677185,2.2388757874565357,1.8484701717915917,0.0,0.0,0.0,0.0,0.03894311000968414,-0.2020571771698858,0.10092737982134342,-0.10993504906457717,-0.38012765015425865,0.07419619945827245,-0.39154910527645076,-0.8091612757009047,-0.06367391970239124,0.11193652744111952,0.4394218618233241,-0.22982366528531328,-0.09637794612019886,0.053932243210575485,-0.1858216794487364,-0.07633765813124589,0.04680169662220529,-0.16185075669184518,0.08802397498543571,-0.8548545033598033,-0.432771383639681,-0.07180447600706145,-0.3448401073108433,-0.40823132275813173,-0.5869220634669391,-1.1044587968833737,-1.010588313682674,-1.851684097717971,0.14868678498966928,-0.04512724798889582,-0.1493387265168708,-0.08304522203098817,0.0036240251598421065,-0.20328170281926689,-0.09683243741170709,0.052795105209920944,-0.0939976500301886,0.22991550705815728,0.02133260048676327,-0.21898932311960334,-0.5869220634669391,-0.09285788520489381,0.17503535197506528,-0.13996733616345222,0.0882066115903279,0.17680568174420896,0.017819716312187026,-0.0038351618388722157,0.006852643279802351,0.033944245263446644,-0.026436798478970173,0.031506269546744244,0.45820154025018445,0.6002892953550516,0.671971863580389,-0.15173217774303857,-0.6922825791247654,0.6002892953550516,-0.06612670484182281,-0.5017573807689549,-0.051998888121888014,0.7628082248528264,0.2803958676328917,-0.059924628489915886,-0.043877079007913974,0.144307565699635,-0.004751349215701093,0.030083178078325137,-0.15973159907547815,0.013092631284799998,0.19855652976981558,0.2793270116356614,0.29995194582310214,0.29215058889365725,0.4306550804333567,0.3006577666578662,0.19867596334325432,0.23286035167653446,0.3704067866964749,0.31206279521032065,0.22210448973533733,0.2466323799325356,0.3926845991507594,0.33451117511657597,-0.25466601379141324,-0.29321540213801556,-0.13037274057892284,-0.1290761326036048,0.013279103270730374,-0.6324289522014822,0.10643501520045576,-0.2646996359927553
BcsG_W80R,934,23.0,28.0,123.0,3839,66.0,55,101.0,3040,120.0,39.0,381,108.0,3605,3864,390,287,119,1766,30707,19895,20550,812,2490,19235,980,10148,2956,452,329,125,1773,735,3724,3155,2364,2659,2301,0.0010086269796986994,0.001255949233209942,0.0028487728363166638,0.11973368260205196,0.0030055138750790925,0.002229094706402121,0.0038416411188070096,0.09934975820154228,0.003075156309812428,0.001387474094629246,0.0592299332401801,0.0010798276256730262,0.09964073511123393,0.09026463924508911,0.009364732967217439,0.010560534822215691,0.0049077990882582445,0.061789499457833436,0.9090438129070456,0.5913008589175855,0.9719305713204691,0.08496287775802572,0.5733195211786372,0.5919161768778657,0.19876342996148388,0.28448686681804164,0.07650605527378118,0.009174032925148,0.01757989649469135,0.0029421417854463617,0.05273878910431783,0.06860367503031434,0.10588486140724947,0.09781463112213268,0.09996617765188348,0.10556084782090974,0.1736456918666063,1.254858398606832,0.719666087065008,0.9499781278578303,0.27880985401666025,1.3180373002283636,0.17443903658168516,1.7528242256742004,0.033687395983675414,1.5452541769302093,0.9377412038087592,1.9335210867411528,1.4446743696939375,0.6044569101350384,-0.004083817640782974,0.7286026972743535,0.3782674316944299,1.6899797162978847,1.3038229839165485,1.7629765971382183,0.7576062352103744,1.770022423971421,0.7585959334332254,2.427952900731467,0.7088160710409425,2.1154454911127183,1.0053699195046835,2.34259305178031,0.9111382945415665,0.6198043897337157,-0.06919489996503005,0.7493101509726673,0.2551875615541552,1.387030171715315,1.678516433357959,2.4349215700475604,1.7301366854074056,2.3425416167427517,1.247733517265505,1.5733557378626521,0.4391525040918397,0.021621701575259066,-0.2549430738185661,-0.1289556012170497,-0.3150823684479436,1.1638866204011054,0.931302031527738,1.5986735458469419,0.7268345765436207,0.5966518231837461,-0.0018542153809192568,0.6904597273984315,0.3000541117334875,0.0,0.0,0.0,0.0,1.7305714460126824,1.4895711588331124,1.7925557158243417,1.5816932869384213,2.1034484511527785,2.5577723007653095,2.092026996030586,1.6744148256061322,1.501803130973707,1.6774135781172177,2.0048989124994225,1.3356533853907848,0.02861831844643573,0.17892850777721006,-0.06082541488210182,0.04865860643538871,7.8221807111894295,7.6135282578753785,7.863402989552659,6.920524511207421,5.676441751882355,6.037408659514974,5.7643730282111925,5.700981812763905,8.039590218906449,7.522053485490014,7.615923968690714,6.7748281846554175,0.512870788728785,0.31905675575021974,0.21484527722224475,0.2811387817081274,2.622648709449505,2.415742981470396,2.522192246877956,2.6718197894995837,6.485383758738631,6.809296915826977,6.600714009255583,6.360392085649216,3.897914281978576,4.3919784602406216,4.659871697420581,4.344869009282063,5.388095770645927,5.476694840799809,5.317708875367787,5.2960539972167275,0.0047417186179357276,0.03183332060158007,-0.02854772314083674,0.02939534488487763,2.702830425069886,2.844918180174753,2.9166007484000906,2.092896707076663,2.2955938373133398,3.588165711793157,2.9217497115962825,2.4861190356691503,1.1696258186353747,1.9844329316100893,1.5020205743901545,1.161700078267347,-0.06958202670003052,0.1186026180075185,-0.030456296907817676,0.004378230386208813,-0.17540169834285466,-0.0025774679825763935,0.182886430502439,0.26365691236828503,0.25384523544673326,0.2460438785172884,0.3845483700569879,0.2545510562814973,0.11531726126794203,0.14950164960122228,0.2870480846211627,0.2287040931350083,0.1578387077211363,0.18236659791833468,0.3284188171365584,0.270245393102375,0.15656851724941412,0.1180191289028119,0.28086179046190457,0.28215839843722257,0.6096868509340116,-0.03602120453820073,0.702842762863737,0.33170811167052616
