,No_discs,Shannon,Distance,Nb
442,6,10.127338797073172,0.4717306616151463,76040
443,6,10.137419611944352,0.4712123889147798,75911
444,6,10.136738516064566,0.4710059396815171,76009
445,6,10.133847922804947,0.4711414740974701,75897
446,6,10.13170692197855,0.47060318310058624,75972
447,6,10.132537025656436,0.470261732655848,76049
448,6,10.132645042551594,0.47161991789490443,76002
449,6,10.146013075496134,0.4713727508648513,76050
450,6,10.147488559850968,0.4708958543721571,76039
451,6,10.14709958200648,0.4701574889814989,75957
452,6,10.140374578472143,0.47122723172917536,75976
453,6,10.138277076303387,0.4711933835424128,75938
454,6,10.131377332259271,0.47173414247915685,75961
455,6,10.123960534811841,0.472982370272398,76011
456,6,10.132551599913107,0.4695070275203965,76018
457,6,10.119474448908045,0.4722200368600438,75801
458,6,10.143190682219942,0.4708975134231391,76003
459,6,10.1376495570052,0.4697463349748977,75935
460,6,10.140494773800409,0.47014769387218613,76058
461,6,10.141499153921755,0.47132893038788565,76182
462,6,10.114344346837855,0.47188634508574495,75908
463,6,10.13033428224543,0.4718868398546222,75925
464,6,10.134025282181016,0.47085917459427523,75812
465,6,10.127109008858744,0.47147347592770805,75873
466,6,10.13673414527683,0.47052854697429747,75990
467,6,10.136476766125284,0.4724754216744407,75860
468,6,10.137887805531687,0.471533243464565,75911
469,6,10.137838456309256,0.4718430843579108,76013
470,6,10.143036405623171,0.47104836276476975,76163
471,6,10.145460704841726,0.4713308623191293,75886
472,6,10.132377743083131,0.4704609321514703,75946
473,6,10.130789589112277,0.470109017472511,75943
474,6,10.13489646512863,0.47139761834690136,76094
475,6,10.145711741420484,0.47080550988242,76017
476,6,10.13135297573099,0.471524348502783,75880
477,6,10.136043040646307,0.4696816438348152,75899
478,6,10.139294827892803,0.4695916292652144,75945
479,6,10.138866415707696,0.47043233164205656,75940
480,6,10.12957574386657,0.47134407407957857,76022
481,6,10.134148081963435,0.47145434991738744,75918
482,6,10.135447485705193,0.47109438604000897,76073
483,6,10.132737998154331,0.4714940521706001,75820
484,6,10.132844391494704,0.4725721915913501,75895
485,6,10.130666555815234,0.47037694142376746,75941
486,6,10.124152809442693,0.4701543232088113,75891
487,6,10.12576573207796,0.4723728044040273,75959
488,6,10.144698486455106,0.4701211394940371,76017
489,6,10.134100408832852,0.470142805863267,76004
490,6,10.141784138410504,0.47114340190632087,76006
491,6,10.131910230809268,0.47188107816021985,75969
492,6,10.150090187569699,0.4698743961522695,76110
493,6,10.150223434844836,0.4718662455165554,75860
494,6,10.15013070113464,0.46968588025519653,75829
495,6,10.14842948861862,0.46978979627678547,76014
496,6,10.141345133982265,0.47031862366022864,75899
