,Distance,Sample
755,0.8720920000000003,Simulation
756,0.870324,Simulation
757,0.8679600000000002,Simulation
758,0.8682920000000001,Simulation
759,0.8719280000000001,Simulation
760,0.8687320000000001,Simulation
761,0.8684160000000001,Simulation
762,0.869752,Simulation
763,0.8694359999999999,Simulation
764,0.8690320000000001,Simulation
765,0.869692,Simulation
766,0.870072,Simulation
767,0.8715559999999999,Simulation
768,0.873248,Simulation
769,0.8687320000000001,Simulation
770,0.8711399999999999,Simulation
771,0.8675399999999998,Simulation
772,0.8703400000000001,Simulation
773,0.8709719999999999,Simulation
774,0.864504,Simulation
775,0.869728,Simulation
776,0.8667000000000001,Simulation
777,0.8697559999999996,Simulation
778,0.8684160000000001,Simulation
779,0.8711399999999999,Simulation
780,0.8687559999999999,Simulation
781,0.871644,Simulation
782,0.867156,Simulation
783,0.8707720000000001,Simulation
784,0.8669040000000001,Simulation
785,0.863436,Simulation
786,0.868272,Simulation
787,0.869752,Simulation
788,0.8675399999999998,Simulation
789,0.8687559999999999,Simulation
790,0.8728600000000001,Simulation
791,0.8673559999999999,Simulation
792,0.8765200000000004,Simulation
793,0.871512,Simulation
794,0.8737919999999999,Simulation
795,0.8713479999999999,Simulation
796,0.8694359999999999,Simulation
797,0.8703400000000001,Simulation
798,0.871644,Simulation
799,0.8728600000000001,Simulation
800,0.8749159999999999,Simulation
801,0.8616520000000001,Simulation
802,0.869388,Simulation
803,0.866792,Simulation
804,0.8720920000000003,Simulation
805,0.8690320000000001,Simulation
806,0.8709719999999999,Simulation
807,0.867156,Simulation
808,0.8673559999999999,Simulation
809,0.8749159999999999,Simulation
810,0.8610879999999996,Simulation
811,0.8607440000000002,Simulation
812,0.86172,Simulation
813,0.8619360000000001,Simulation
814,0.8641200000000001,Simulation
815,0.8574999999999999,Simulation
816,0.8648439999999998,Simulation
817,0.865764,Simulation
818,0.857268,Simulation
819,0.8610879999999996,Simulation
820,0.8606919999999998,Simulation
821,0.863128,Simulation
822,0.8614320000000001,Simulation
823,0.8651080000000001,Simulation
824,0.8641560000000001,Simulation
825,0.8621800000000001,Simulation
826,0.8657440000000003,Simulation
827,0.8629040000000002,Simulation
828,0.8607440000000002,Simulation
829,0.8606919999999998,Simulation
830,0.8594279999999997,Simulation
831,0.8589800000000001,Simulation
832,0.8646839999999999,Simulation
833,0.8592200000000001,Simulation
834,0.856228,Simulation
835,0.8646280000000001,Simulation
836,0.8588600000000001,Simulation
837,0.86172,Simulation
838,0.863128,Simulation
839,0.8594279999999997,Simulation
840,0.8658440000000001,Simulation
841,0.8630919999999999,Simulation
842,0.8613680000000001,Simulation
843,0.8581159999999999,Simulation
844,0.8653120000000002,Simulation
845,0.864804,Simulation
846,0.8619360000000001,Simulation
847,0.8614320000000001,Simulation
848,0.8589800000000001,Simulation
849,0.8658440000000001,Simulation
850,0.8616800000000001,Simulation
851,0.8625880000000001,Simulation
852,0.8624880000000001,Simulation
853,0.8623680000000001,Simulation
854,0.862728,Simulation
855,0.8641200000000001,Simulation
856,0.8651080000000001,Simulation
857,0.8646839999999999,Simulation
858,0.8630919999999999,Simulation
859,0.8616800000000001,Simulation
860,0.8659599999999997,Simulation
861,0.860064,Simulation
862,0.8627359999999998,Simulation
863,0.8650800000000001,Simulation
864,0.8574999999999999,Simulation
865,0.8641560000000001,Simulation
866,0.8592200000000001,Simulation
867,0.8613680000000001,Simulation
868,0.8625880000000001,Simulation
869,0.8659599999999997,Simulation
870,0.8622480000000001,Simulation
871,0.8649799999999997,Simulation
872,0.859368,Simulation
873,0.8648439999999998,Simulation
874,0.8621800000000001,Simulation
875,0.856228,Simulation
876,0.8581159999999999,Simulation
877,0.8624880000000001,Simulation
878,0.860064,Simulation
879,0.8622480000000001,Simulation
880,0.865796,Simulation
881,0.858412,Simulation
882,0.865764,Simulation
883,0.8657440000000003,Simulation
884,0.8646280000000001,Simulation
885,0.8653120000000002,Simulation
886,0.8623680000000001,Simulation
887,0.8627359999999998,Simulation
888,0.8649799999999997,Simulation
889,0.865796,Simulation
890,0.8674160000000001,Simulation
891,0.857268,Simulation
892,0.8629040000000002,Simulation
893,0.8588600000000001,Simulation
894,0.864804,Simulation
895,0.862728,Simulation
896,0.8650800000000001,Simulation
897,0.859368,Simulation
898,0.858412,Simulation
899,0.8674160000000001,Simulation
900,0.8646320000000001,Simulation
901,0.864668,Simulation
902,0.8666,Simulation
903,0.866008,Simulation
904,0.8664760000000001,Simulation
905,0.8626320000000001,Simulation
906,0.8683839999999998,Simulation
907,0.869904,Simulation
908,0.8591240000000001,Simulation
909,0.8646320000000001,Simulation
910,0.867644,Simulation
911,0.8696079999999999,Simulation
912,0.8653520000000001,Simulation
913,0.870344,Simulation
914,0.8683680000000003,Simulation
915,0.8651959999999996,Simulation
916,0.8697919999999998,Simulation
917,0.866316,Simulation
918,0.864668,Simulation
919,0.867644,Simulation
920,0.863564,Simulation
921,0.8645799999999999,Simulation
922,0.8686039999999998,Simulation
923,0.863576,Simulation
924,0.8602400000000001,Simulation
925,0.869672,Simulation
926,0.8628520000000001,Simulation
927,0.8666,Simulation
928,0.8696079999999999,Simulation
929,0.863564,Simulation
930,0.8694999999999998,Simulation
931,0.867468,Simulation
