,70
-9.0,46.96594510919588
-8.995,53.92068248826233
-8.99,54.133630951562814
-8.985,70.3047651301105
-8.98,48.47896451039358
-8.975,65.88171218175799
-8.97,76.88588947264641
-8.965,50.453542987584136
-8.96,104.99314263322152
-8.955,78.56436851397712
-8.95,55.33434738026644
-8.945,46.46299602909825
-8.94,64.95352184446968
-8.935,40.95119045888654
-8.93,68.78924334516263
-8.925,96.91212514438016
-8.92,76.33537842966392
-8.915,95.61009360940926
-8.91,50.86688510219591
-8.905,66.83120528615356
-8.9,81.0721283796102
-8.895,45.14210894497509
-8.89,80.45719358764633
-8.885,54.35448463558458
-8.88,49.37499367088567
-8.875,44.339711320666034
-8.87,72.31106416033441
-8.865,80.62977117665658
-8.86,78.69714099000039
-8.855,88.37556223300648
-8.85,123.83957364267692
-8.845,93.9387566449546
-8.84,82.5903142020903
-8.835,69.7234537297171
-8.83,74.26196873231952
-8.825,94.48433732635267
-8.82,54.2258241062319
-8.815,87.03108640020531
-8.81,131.40334851136788
-8.805,64.89876732265414
-8.8,68.93939367299367
-8.795,87.46021952865199
-8.79,70.10021397970195
-8.785,70.64672674653795
-8.78,104.11863425919492
-8.775,67.77580689302046
-8.77,36.00069443774662
-8.765,88.2657351411067
-8.76,48.853761370031684
-8.755,65.03299162732714
-8.75,67.85307656989474
-8.745,85.41100631651636
-8.74,77.02467137222982
-8.735,70.01685511360817
-8.73,69.66232841356941
-8.725,78.7188033445631
-8.72,63.118935352238
-8.715,71.43976483723894
-8.71,94.47242984066833
-8.705,84.77405263404599
-8.7,67.37091360520503
-8.695,104.87540226382924
-8.69,85.34875511687326
-8.685,97.55618893745286
-8.68,72.67351649672665
-8.675,65.38042520510248
-8.67,83.79075127960125
-8.665,86.30897983408215
-8.66,74.29804842659058
-8.655,86.10017421585162
-8.65,34.09472099900511
-8.645,87.86694486551812
-8.64,88.29546987246854
-8.635,45.376315407930605
-8.63,82.05175196179543
-8.625,76.84009370114016
-8.62,79.55274979534019
-8.615,44.471226652747056
-8.61,66.41543495302881
-8.605,72.39785908436795
-8.6,131.7036066324685
-8.595,102.81833494080713
-8.59,90.6797110714409
-8.585,92.26180141315255
-8.58,67.06146434428642
-8.575,119.83426054346896
-8.57,57.68743364026519
-8.565,101.56849905359437
-8.56,89.21597390602201
-8.555,70.75196110356235
-8.55,105.36488978782259
-8.545,80.466390499388
-8.54,131.44748000627473
-8.535,117.41958950703243
-8.53,70.73224158755328
-8.525,148.75957112065092
-8.52,139.6030085635693
-8.515,97.01010256669149
-8.51,68.70342058442215
-8.505,135.62241702609492
-8.5,104.4473072893696
-8.495,69.0875531481612
-8.49,104.4291147142405
-8.485,95.83428405325519
-8.48,95.60779256943442
